candidate,party,office,district,town,votes,precinct
JoAnna Laiscell,Libertarian Party,Treasurer,,East Windsor,15,Town Hall Annex
Sean Scanlon,Democratic Party,Comptroller,,East Windsor,118,Town Hall Annex
Sean Scanlon,Democratic Party,Comptroller,,East Windsor,764,Town Hall Annex
Mary Fay,Republican Party,Comptroller,,East Windsor,103,Town Hall Annex
Mary Fay,Republican Party,Comptroller,,East Windsor,772,Town Hall Annex
Sean Scanlon,Independent Party,Comptroller,,East Windsor,4,Town Hall Annex
Sean Scanlon,Independent Party,Comptroller,,East Windsor,16,Town Hall Annex
Sean Scanlon,Working Families Party,Comptroller,,East Windsor,4,Town Hall Annex
Sean Scanlon,Working Families Party,Comptroller,,East Windsor,18,Town Hall Annex
William Tong,Democratic Party,Attorney General,,East Windsor,128,Town Hall Annex
William Tong,Democratic Party,Attorney General,,East Windsor,837,Town Hall Annex
Jessica Kordas,Republican Party,Attorney General,,East Windsor,96,Town Hall Annex
Jessica Kordas,Republican Party,Attorney General,,East Windsor,709,Town Hall Annex
A.P. Pascarella,Independent Party,Attorney General,,East Windsor,1,Town Hall Annex
A.P. Pascarella,Independent Party,Attorney General,,East Windsor,9,Town Hall Annex
William Tong,Working Families Party,Attorney General,,East Windsor,5,Town Hall Annex
William Tong,Working Families Party,Attorney General,,East Windsor,23,Town Hall Annex
Ken Krayeske,Green Party,Attorney General,,East Windsor,0,Town Hall Annex
Ken Krayeske,Green Party,Attorney General,,East Windsor,6,Town Hall Annex
Mary Deneen,Democratic Party,Judge of Probate,04,East Windsor,122,Town Hall Annex
Mary Deneen,Democratic Party,Judge of Probate,04,East Windsor,820,Town Hall Annex
Tad J. Bistor,Republican Party,Judge of Probate,04,East Windsor,107,Town Hall Annex
Tad J. Bistor,Republican Party,Judge of Probate,04,East Windsor,732,Town Hall Annex
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Ellington,711,Crystal Lake School
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Ellington,923,Crystal Lake School
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Ellington,3,Crystal Lake School
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Ellington,12,Crystal Lake School
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Ellington,18,Crystal Lake School
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Ellington,0,Crystal Lake School
Richard Blumenthal,Democratic Party,U.S. Senate,,Ellington,737,Crystal Lake School
Leora R. Levy,Republican Party,U.S. Senate,,Ellington,897,Crystal Lake School
Richard Blumenthal,Working Families Party,U.S. Senate,,Ellington,25,Crystal Lake School
John Anderson,Write In,U.S. Senate,,Ellington,0,Crystal Lake School
Shabadjob Bharara,Write In,U.S. Senate,,Ellington,0,Crystal Lake School
Joe Courtney,Democratic Party,U.S. House,02,Ellington,862,Crystal Lake School
Mike France,Republican Party,U.S. House,02,Ellington,779,Crystal Lake School
William Hall,Libertarian Party,U.S. House,02,Ellington,10,Crystal Lake School
Kevin Blacker,Green Party,U.S. House,02,Ellington,5,Crystal Lake School
Lisa Thomas,Democratic Party,State Senate,35,Ellington,672,Crystal Lake School
Jeff Gordon,Republican Party,State Senate,35,Ellington,928,Crystal Lake School
Lisa Thomas,Independent Party,State Senate,35,Ellington,25,Crystal Lake School
Lisa Thomas,Working Families Party,State Senate,35,Ellington,23,Crystal Lake School
Jaime Foster,Democratic Party,State House,57,Ellington,705,Crystal Lake School
David E. Stavens,Republican Party,State House,57,Ellington,906,Crystal Lake School
Jaime Foster,Griebel Frank for CT Party,State House,57,Ellington,1,Crystal Lake School
Jaime Foster,Independent Party,State House,57,Ellington,22,Crystal Lake School
Jaime Foster,Working Families Party,State House,57,Ellington,23,Crystal Lake School
Stephanie Thomas,Democratic Party,Secretary of the State,,Ellington,701,Crystal Lake School
Dominic Rapini,Republican Party,Secretary of the State,,Ellington,873,Crystal Lake School
Cynthia R. Jennings,Independent Party,Secretary of the State,,Ellington,39,Crystal Lake School
Stephanie Thomas,Working Families Party,Secretary of the State,,Ellington,26,Crystal Lake School
Erick Russell,Democratic Party,Treasurer,,Ellington,653,Crystal Lake School
Harry Arora,Republican Party,Treasurer,,Ellington,922,Crystal Lake School
Jennifer Baldwin,Independent Party,Treasurer,,Ellington,38,Crystal Lake School
Erick Russell,Working Families Party,Treasurer,,Ellington,22,Crystal Lake School
JoAnna Laiscell,Libertarian Party,Treasurer,,Ellington,5,Crystal Lake School
Sean Scanlon,Democratic Party,Comptroller,,Ellington,665,Crystal Lake School
Mary Fay,Republican Party,Comptroller,,Ellington,923,Crystal Lake School
Sean Scanlon,Independent Party,Comptroller,,Ellington,25,Crystal Lake School
Sean Scanlon,Working Families Party,Comptroller,,Ellington,20,Crystal Lake School
William Tong,Democratic Party,Attorney General,,Ellington,750,Crystal Lake School
Jessica Kordas,Republican Party,Attorney General,,Ellington,856,Crystal Lake School
A.P. Pascarella,Independent Party,Attorney General,,Ellington,16,Crystal Lake School
William Tong,Working Families Party,Attorney General,,Ellington,23,Crystal Lake School
Ken Krayeske,Green Party,Attorney General,,Ellington,3,Crystal Lake School
Elisa Bartlett,Democratic Party,Judge of Probate,12,Ellington,941,Crystal Lake School
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Ellington,400,Ellington High School Gymnasium Back
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Ellington,516,Ellington High School Gymnasium Back
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Ellington,3,Ellington High School Gymnasium Back
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Ellington,9,Ellington High School Gymnasium Back
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Ellington,17,Ellington High School Gymnasium Back
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Ellington,0,Ellington High School Gymnasium Back
Richard Blumenthal,Democratic Party,U.S. Senate,,Ellington,395,Ellington High School Gymnasium Back
Leora R. Levy,Republican Party,U.S. Senate,,Ellington,517,Ellington High School Gymnasium Back
Richard Blumenthal,Working Families Party,U.S. Senate,,Ellington,24,Ellington High School Gymnasium Back
John Anderson,Write In,U.S. Senate,,Ellington,0,Ellington High School Gymnasium Back
Shabadjob Bharara,Write In,U.S. Senate,,Ellington,0,Ellington High School Gymnasium Back
Joe Courtney,Democratic Party,U.S. House,02,Ellington,485,Ellington High School Gymnasium Back
Mike France,Republican Party,U.S. House,02,Ellington,442,Ellington High School Gymnasium Back
William Hall,Libertarian Party,U.S. House,02,Ellington,9,Ellington High School Gymnasium Back
Kevin Blacker,Green Party,U.S. House,02,Ellington,1,Ellington High School Gymnasium Back
Cynthia Mangini,Democratic Party,State Senate,7,Ellington,349,Ellington High School Gymnasium Back
John A. Kissel,Republican Party,State Senate,7,Ellington,542,Ellington High School Gymnasium Back
John A. Kissel,Independent Party,State Senate,7,Ellington,13,Ellington High School Gymnasium Back
Cynthia Mangini,Working Families Party,State Senate,7,Ellington,19,Ellington High School Gymnasium Back
Jaime Foster,Democratic Party,State House,57,Ellington,376,Ellington High School Gymnasium Back
David E. Stavens,Republican Party,State House,57,Ellington,529,Ellington High School Gymnasium Back
Jaime Foster,Griebel Frank for CT Party,State House,57,Ellington,3,Ellington High School Gymnasium Back
Jaime Foster,Independent Party,State House,57,Ellington,15,Ellington High School Gymnasium Back
Jaime Foster,Working Families Party,State House,57,Ellington,18,Ellington High School Gymnasium Back
Stephanie Thomas,Democratic Party,Secretary of the State,,Ellington,369,Ellington High School Gymnasium Back
Dominic Rapini,Republican Party,Secretary of the State,,Ellington,495,Ellington High School Gymnasium Back
Cynthia R. Jennings,Independent Party,Secretary of the State,,Ellington,27,Ellington High School Gymnasium Back
Stephanie Thomas,Working Families Party,Secretary of the State,,Ellington,21,Ellington High School Gymnasium Back
Erick Russell,Democratic Party,Treasurer,,Ellington,361,Ellington High School Gymnasium Back
Harry Arora,Republican Party,Treasurer,,Ellington,506,Ellington High School Gymnasium Back
Jennifer Baldwin,Independent Party,Treasurer,,Ellington,20,Ellington High School Gymnasium Back
Erick Russell,Working Families Party,Treasurer,,Ellington,17,Ellington High School Gymnasium Back
JoAnna Laiscell,Libertarian Party,Treasurer,,Ellington,11,Ellington High School Gymnasium Back
Sean Scanlon,Democratic Party,Comptroller,,Ellington,366,Ellington High School Gymnasium Back
Mary Fay,Republican Party,Comptroller,,Ellington,514,Ellington High School Gymnasium Back
Sean Scanlon,Independent Party,Comptroller,,Ellington,16,Ellington High School Gymnasium Back
Sean Scanlon,Working Families Party,Comptroller,,Ellington,17,Ellington High School Gymnasium Back
William Tong,Democratic Party,Attorney General,,Ellington,417,Ellington High School Gymnasium Back
Jessica Kordas,Republican Party,Attorney General,,Ellington,472,Ellington High School Gymnasium Back
A.P. Pascarella,Independent Party,Attorney General,,Ellington,13,Ellington High School Gymnasium Back
William Tong,Working Families Party,Attorney General,,Ellington,20,Ellington High School Gymnasium Back
Ken Krayeske,Green Party,Attorney General,,Ellington,4,Ellington High School Gymnasium Back
Elisa Bartlett,Democratic Party,Judge of Probate,12,Ellington,537,Ellington High School Gymnasium Back
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Ellington,2182,Ellington High School Gymnasium Front
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Ellington,2237,Ellington High School Gymnasium Front
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Ellington,8,Ellington High School Gymnasium Front
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Ellington,46,Ellington High School Gymnasium Front
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Ellington,54,Ellington High School Gymnasium Front
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Ellington,1,Ellington High School Gymnasium Front
Richard Blumenthal,Democratic Party,U.S. Senate,,Ellington,2197,Ellington High School Gymnasium Front
Leora R. Levy,Republican Party,U.S. Senate,,Ellington,2220,Ellington High School Gymnasium Front
Richard Blumenthal,Working Families Party,U.S. Senate,,Ellington,78,Ellington High School Gymnasium Front
John Anderson,Write In,U.S. Senate,,Ellington,0,Ellington High School Gymnasium Front
Shabadjob Bharara,Write In,U.S. Senate,,Ellington,0,Ellington High School Gymnasium Front
Joe Courtney,Democratic Party,U.S. House,02,Ellington,2477,Ellington High School Gymnasium Front
Mike France,Republican Party,U.S. House,02,Ellington,1970,Ellington High School Gymnasium Front
William Hall,Libertarian Party,U.S. House,02,Ellington,34,Ellington High School Gymnasium Front
Kevin Blacker,Green Party,U.S. House,02,Ellington,18,Ellington High School Gymnasium Front
Saud Anwar,Democratic Party,State Senate,3,Ellington,2211,Ellington High School Gymnasium Front
Matt Harper,Republican Party,State Senate,3,Ellington,2188,Ellington High School Gymnasium Front
Saud Anwar,Working Families Party,State Senate,3,Ellington,84,Ellington High School Gymnasium Front
Jaime Foster,Democratic Party,State House,57,Ellington,2199,Ellington High School Gymnasium Front
David E. Stavens,Republican Party,State House,57,Ellington,2181,Ellington High School Gymnasium Front
Jaime Foster,Griebel Frank for CT Party,State House,57,Ellington,13,Ellington High School Gymnasium Front
Jaime Foster,Independent Party,State House,57,Ellington,44,Ellington High School Gymnasium Front
Jaime Foster,Working Families Party,State House,57,Ellington,70,Ellington High School Gymnasium Front
Stephanie Thomas,Democratic Party,Secretary of the State,,Ellington,2108,Ellington High School Gymnasium Front
Dominic Rapini,Republican Party,Secretary of the State,,Ellington,2150,Ellington High School Gymnasium Front
Cynthia R. Jennings,Independent Party,Secretary of the State,,Ellington,103,Ellington High School Gymnasium Front
Stephanie Thomas,Working Families Party,Secretary of the State,,Ellington,74,Ellington High School Gymnasium Front
Erick Russell,Democratic Party,Treasurer,,Ellington,1978,Ellington High School Gymnasium Front
Harry Arora,Republican Party,Treasurer,,Ellington,2270,Ellington High School Gymnasium Front
Jennifer Baldwin,Independent Party,Treasurer,,Ellington,88,Ellington High School Gymnasium Front
Erick Russell,Working Families Party,Treasurer,,Ellington,67,Ellington High School Gymnasium Front
JoAnna Laiscell,Libertarian Party,Treasurer,,Ellington,36,Ellington High School Gymnasium Front
Sean Scanlon,Democratic Party,Comptroller,,Ellington,2037,Ellington High School Gymnasium Front
Mary Fay,Republican Party,Comptroller,,Ellington,2273,Ellington High School Gymnasium Front
Sean Scanlon,Independent Party,Comptroller,,Ellington,60,Ellington High School Gymnasium Front
Sean Scanlon,Working Families Party,Comptroller,,Ellington,56,Ellington High School Gymnasium Front
William Tong,Democratic Party,Attorney General,,Ellington,2220,Ellington High School Gymnasium Front
Jessica Kordas,Republican Party,Attorney General,,Ellington,2113,Ellington High School Gymnasium Front
A.P. Pascarella,Independent Party,Attorney General,,Ellington,33,Ellington High School Gymnasium Front
William Tong,Working Families Party,Attorney General,,Ellington,80,Ellington High School Gymnasium Front
Ken Krayeske,Green Party,Attorney General,,Ellington,16,Ellington High School Gymnasium Front
Elisa Bartlett,Democratic Party,Judge of Probate,12,Ellington,2888,Ellington High School Gymnasium Front
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Enfield,570,Enfield Municipal Annex
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Enfield,1452,Enfield Municipal Annex
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Enfield,428,Enfield Municipal Annex
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Enfield,1495,Enfield Municipal Annex
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Enfield,2,Enfield Municipal Annex
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Enfield,2,Enfield Municipal Annex
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Enfield,17,Enfield Municipal Annex
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Enfield,27,Enfield Municipal Annex
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Enfield,4,Enfield Municipal Annex
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Enfield,24,Enfield Municipal Annex
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Enfield,0,Enfield Municipal Annex
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Enfield,0,Enfield Municipal Annex
