candidate,party,office,district,town,votes,precinct
Peter Lumaj,Republican Party,U.S. Senate,,New Britain,1,Generale Ameglio Society
Themis Klarides,Republican Party,U.S. Senate,,New Britain,4,Generale Ameglio Society
Maritza Bond,Democratic Party,Secretary of the State,,Bridgeport,26,Geraldine Claytor Magnet Acadamy
Maritza Bond,Democratic Party,Secretary of the State,,Bridgeport,0,Geraldine Claytor Magnet Acadamy
Stephanie Thomas,Democratic Party,Secretary of the State,,Bridgeport,0,Geraldine Claytor Magnet Acadamy
Stephanie Thomas,Democratic Party,Secretary of the State,,Bridgeport,83,Geraldine Claytor Magnet Acadamy
Dennis Bradley,Democratic Party,State Senate,23,Bridgeport,0,Geraldine Claytor Magnet Acadamy
Herron Gaston,Democratic Party,State Senate,23,Bridgeport,0,Geraldine Claytor Magnet Acadamy
Dita Bhargava,Democratic Party,Treasurer,,Bridgeport,17,Geraldine Claytor Magnet Acadamy
Dita Bhargava,Democratic Party,Treasurer,,Bridgeport,0,Geraldine Claytor Magnet Acadamy
Erick Russell,Democratic Party,Treasurer,,Bridgeport,73,Geraldine Claytor Magnet Acadamy
Erick Russell,Democratic Party,Treasurer,,Bridgeport,0,Geraldine Claytor Magnet Acadamy
Karen Dubois-Walton,Democratic Party,Treasurer,,Bridgeport,17,Geraldine Claytor Magnet Acadamy
Karen Dubois-Walton,Democratic Party,Treasurer,,Bridgeport,0,Geraldine Claytor Magnet Acadamy
Dominic Rapini,Republican Party,Secretary of the State,,Bridgeport,1,Geraldine Claytor Magnet Acadamy
Terrie E. Wood,Republican Party,Secretary of the State,,Bridgeport,4,Geraldine Claytor Magnet Acadamy
Jayme Stevenson,Republican Party,U.S. House,4,Bridgeport,3,Geraldine Claytor Magnet Acadamy
Michael Ted Goldstein,Republican Party,U.S. House,4,Bridgeport,2,Geraldine Claytor Magnet Acadamy
Leora R. Levy,Republican Party,U.S. Senate,,Bridgeport,3,Geraldine Claytor Magnet Acadamy
Peter Lumaj,Republican Party,U.S. Senate,,Bridgeport,3,Geraldine Claytor Magnet Acadamy
Themis Klarides,Republican Party,U.S. Senate,,Bridgeport,2,Geraldine Claytor Magnet Acadamy
Maritza Bond,Democratic Party,Secretary of the State,,Bridgeport,58,Geraldine Johnson School
Stephanie Thomas,Democratic Party,Secretary of the State,,Bridgeport,127,Geraldine Johnson School
Dennis Bradley,Democratic Party,State Senate,23,Bridgeport,90,Geraldine Johnson School
Herron Gaston,Democratic Party,State Senate,23,Bridgeport,114,Geraldine Johnson School
Dita Bhargava,Democratic Party,Treasurer,,Bridgeport,39,Geraldine Johnson School
Erick Russell,Democratic Party,Treasurer,,Bridgeport,119,Geraldine Johnson School
Karen Dubois-Walton,Democratic Party,Treasurer,,Bridgeport,18,Geraldine Johnson School
Dominic Rapini,Republican Party,Secretary of the State,,Bridgeport,6,Geraldine Johnson School
Terrie E. Wood,Republican Party,Secretary of the State,,Bridgeport,3,Geraldine Johnson School
Jayme Stevenson,Republican Party,U.S. House,4,Bridgeport,3,Geraldine Johnson School
Michael Ted Goldstein,Republican Party,U.S. House,4,Bridgeport,5,Geraldine Johnson School
Leora R. Levy,Republican Party,U.S. Senate,,Bridgeport,6,Geraldine Johnson School
Peter Lumaj,Republican Party,U.S. Senate,,Bridgeport,1,Geraldine Johnson School
Themis Klarides,Republican Party,U.S. Senate,,Bridgeport,2,Geraldine Johnson School
Maritza Bond,Democratic Party,Secretary of the State,,Waterbury,12,Gilmartin School
Stephanie Thomas,Democratic Party,Secretary of the State,,Waterbury,36,Gilmartin School
Dita Bhargava,Democratic Party,Treasurer,,Waterbury,5,Gilmartin School
Erick Russell,Democratic Party,Treasurer,,Waterbury,29,Gilmartin School
Karen Dubois-Walton,Democratic Party,Treasurer,,Waterbury,12,Gilmartin School
Dominic Rapini,Republican Party,Secretary of the State,,Waterbury,14,Gilmartin School
Terrie E. Wood,Republican Party,Secretary of the State,,Waterbury,10,Gilmartin School
Leora R. Levy,Republican Party,U.S. Senate,,Waterbury,9,Gilmartin School
Peter Lumaj,Republican Party,U.S. Senate,,Waterbury,4,Gilmartin School
Themis Klarides,Republican Party,U.S. Senate,,Waterbury,13,Gilmartin School
Maritza Bond,Democratic Party,Secretary of the State,,Greenwich,11,Glenville School
Stephanie Thomas,Democratic Party,Secretary of the State,,Greenwich,91,Glenville School
Dita Bhargava,Democratic Party,Treasurer,,Greenwich,35,Glenville School
Erick Russell,Democratic Party,Treasurer,,Greenwich,55,Glenville School
Karen Dubois-Walton,Democratic Party,Treasurer,,Greenwich,11,Glenville School
Dominic Rapini,Republican Party,Secretary of the State,,Greenwich,171,Glenville School
Terrie E. Wood,Republican Party,Secretary of the State,,Greenwich,90,Glenville School
Jayme Stevenson,Republican Party,U.S. House,4,Greenwich,111,Glenville School
Michael Ted Goldstein,Republican Party,U.S. House,4,Greenwich,157,Glenville School
Leora R. Levy,Republican Party,U.S. Senate,,Greenwich,185,Glenville School
Peter Lumaj,Republican Party,U.S. Senate,,Greenwich,8,Glenville School
Themis Klarides,Republican Party,U.S. Senate,,Greenwich,79,Glenville School
Maritza Bond,Democratic Party,Secretary of the State,,East Hartford,64,Goodwin School
Stephanie Thomas,Democratic Party,Secretary of the State,,East Hartford,172,Goodwin School
Dita Bhargava,Democratic Party,Treasurer,,East Hartford,43,Goodwin School
Erick Russell,Democratic Party,Treasurer,,East Hartford,143,Goodwin School
Karen Dubois-Walton,Democratic Party,Treasurer,,East Hartford,44,Goodwin School
Dominic Rapini,Republican Party,Secretary of the State,,East Hartford,79,Goodwin School
Terrie E. Wood,Republican Party,Secretary of the State,,East Hartford,65,Goodwin School
Leora R. Levy,Republican Party,U.S. Senate,,East Hartford,62,Goodwin School
Peter Lumaj,Republican Party,U.S. Senate,,East Hartford,5,Goodwin School
Themis Klarides,Republican Party,U.S. Senate,,East Hartford,35,Goodwin School
Maritza Bond,Democratic Party,Secretary of the State,,New Britain,7,Graham Apartments
Stephanie Thomas,Democratic Party,Secretary of the State,,New Britain,16,Graham Apartments
Dita Bhargava,Democratic Party,Treasurer,,New Britain,3,Graham Apartments
Erick Russell,Democratic Party,Treasurer,,New Britain,15,Graham Apartments
Karen Dubois-Walton,Democratic Party,Treasurer,,New Britain,5,Graham Apartments
Dominic Rapini,Republican Party,Secretary of the State,,New Britain,1,Graham Apartments
Terrie E. Wood,Republican Party,Secretary of the State,,New Britain,0,Graham Apartments
Leora R. Levy,Republican Party,U.S. Senate,,New Britain,1,Graham Apartments
Peter Lumaj,Republican Party,U.S. Senate,,New Britain,0,Graham Apartments
Themis Klarides,Republican Party,U.S. Senate,,New Britain,0,Graham Apartments
Maritza Bond,Democratic Party,Secretary of the State,,Granby,4,Granby Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Granby,94,Granby Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Granby,30,Granby Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Granby,342,Granby Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Granby,16,Granby Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Granby,124,Granby Town Hall
Erick Russell,Democratic Party,Treasurer,,Granby,12,Granby Town Hall
Erick Russell,Democratic Party,Treasurer,,Granby,232,Granby Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Granby,7,Granby Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Granby,81,Granby Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Granby,27,Granby Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Granby,299,Granby Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Granby,19,Granby Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Granby,232,Granby Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Granby,25,Granby Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Granby,294,Granby Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Granby,2,Granby Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Granby,44,Granby Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Granby,18,Granby Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Granby,221,Granby Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Waterford,45,Great Neck School
Stephanie Thomas,Democratic Party,Secretary of the State,,Waterford,144,Great Neck School
Dita Bhargava,Democratic Party,Treasurer,,Waterford,55,Great Neck School
Erick Russell,Democratic Party,Treasurer,,Waterford,90,Great Neck School
Karen Dubois-Walton,Democratic Party,Treasurer,,Waterford,45,Great Neck School
Dominic Rapini,Republican Party,Secretary of the State,,Waterford,128,Great Neck School
Terrie E. Wood,Republican Party,Secretary of the State,,Waterford,83,Great Neck School
Leora R. Levy,Republican Party,U.S. Senate,,Waterford,95,Great Neck School
Peter Lumaj,Republican Party,U.S. Senate,,Waterford,12,Great Neck School
Themis Klarides,Republican Party,U.S. Senate,,Waterford,113,Great Neck School
Maritza Bond,Democratic Party,Secretary of the State,,North Haven,37,Green Acres Elementary School
Stephanie Thomas,Democratic Party,Secretary of the State,,North Haven,46,Green Acres Elementary School
Dita Bhargava,Democratic Party,Treasurer,,North Haven,21,Green Acres Elementary School
Erick Russell,Democratic Party,Treasurer,,North Haven,36,Green Acres Elementary School
Karen Dubois-Walton,Democratic Party,Treasurer,,North Haven,25,Green Acres Elementary School
Dominic Rapini,Republican Party,Secretary of the State,,North Haven,85,Green Acres Elementary School
Terrie E. Wood,Republican Party,Secretary of the State,,North Haven,52,Green Acres Elementary School
Leora R. Levy,Republican Party,U.S. Senate,,North Haven,65,Green Acres Elementary School
Peter Lumaj,Republican Party,U.S. Senate,,North Haven,11,Green Acres Elementary School
Themis Klarides,Republican Party,U.S. Senate,,North Haven,70,Green Acres Elementary School
Maritza Bond,Democratic Party,Secretary of the State,,Bristol,51,Greene-Hills School
Stephanie Thomas,Democratic Party,Secretary of the State,,Bristol,149,Greene-Hills School
Dita Bhargava,Democratic Party,Treasurer,,Bristol,30,Greene-Hills School
Erick Russell,Democratic Party,Treasurer,,Bristol,134,Greene-Hills School
Karen Dubois-Walton,Democratic Party,Treasurer,,Bristol,37,Greene-Hills School
Dominic Rapini,Republican Party,Secretary of the State,,Bristol,133,Greene-Hills School
Terrie E. Wood,Republican Party,Secretary of the State,,Bristol,93,Greene-Hills School
Leora R. Levy,Republican Party,U.S. Senate,,Bristol,130,Greene-Hills School
Peter Lumaj,Republican Party,U.S. Senate,,Bristol,27,Greene-Hills School
Themis Klarides,Republican Party,U.S. Senate,,Bristol,74,Greene-Hills School
Maritza Bond,Democratic Party,Secretary of the State,,Westport,10,Greens Farms Elementary School Gym
Maritza Bond,Democratic Party,Secretary of the State,,Westport,5,Greens Farms Elementary School Gym
Stephanie Thomas,Democratic Party,Secretary of the State,,Westport,88,Greens Farms Elementary School Gym
Stephanie Thomas,Democratic Party,Secretary of the State,,Westport,178,Greens Farms Elementary School Gym
Dita Bhargava,Democratic Party,Treasurer,,Westport,25,Greens Farms Elementary School Gym
Dita Bhargava,Democratic Party,Treasurer,,Westport,41,Greens Farms Elementary School Gym
Erick Russell,Democratic Party,Treasurer,,Westport,126,Greens Farms Elementary School Gym
Erick Russell,Democratic Party,Treasurer,,Westport,60,Greens Farms Elementary School Gym
Karen Dubois-Walton,Democratic Party,Treasurer,,Westport,9,Greens Farms Elementary School Gym
Karen Dubois-Walton,Democratic Party,Treasurer,,Westport,18,Greens Farms Elementary School Gym
Dominic Rapini,Republican Party,Secretary of the State,,Westport,19,Greens Farms Elementary School Gym
Dominic Rapini,Republican Party,Secretary of the State,,Westport,24,Greens Farms Elementary School Gym
Terrie E. Wood,Republican Party,Secretary of the State,,Westport,37,Greens Farms Elementary School Gym
Terrie E. Wood,Republican Party,Secretary of the State,,Westport,13,Greens Farms Elementary School Gym
Jayme Stevenson,Republican Party,U.S. House,4,Westport,17,Greens Farms Elementary School Gym
Jayme Stevenson,Republican Party,U.S. House,4,Westport,40,Greens Farms Elementary School Gym
Michael Ted Goldstein,Republican Party,U.S. House,4,Westport,14,Greens Farms Elementary School Gym
Michael Ted Goldstein,Republican Party,U.S. House,4,Westport,21,Greens Farms Elementary School Gym
Leora R. Levy,Republican Party,U.S. Senate,,Westport,27,Greens Farms Elementary School Gym
Leora R. Levy,Republican Party,U.S. Senate,,Westport,11,Greens Farms Elementary School Gym
Peter Lumaj,Republican Party,U.S. Senate,,Westport,5,Greens Farms Elementary School Gym
Peter Lumaj,Republican Party,U.S. Senate,,Westport,1,Greens Farms Elementary School Gym
Themis Klarides,Republican Party,U.S. Senate,,Westport,32,Greens Farms Elementary School Gym
Themis Klarides,Republican Party,U.S. Senate,,Westport,20,Greens Farms Elementary School Gym
Maritza Bond,Democratic Party,Secretary of the State,,Greenwich,8,Greenwich Library
Maritza Bond,Democratic Party,Secretary of the State,,Greenwich,4,Greenwich Library
Stephanie Thomas,Democratic Party,Secretary of the State,,Greenwich,84,Greenwich Library
Stephanie Thomas,Democratic Party,Secretary of the State,,Greenwich,37,Greenwich Library
Dita Bhargava,Democratic Party,Treasurer,,Greenwich,47,Greenwich Library
Dita Bhargava,Democratic Party,Treasurer,,Greenwich,21,Greenwich Library
Erick Russell,Democratic Party,Treasurer,,Greenwich,20,Greenwich Library
Erick Russell,Democratic Party,Treasurer,,Greenwich,37,Greenwich Library
Karen Dubois-Walton,Democratic Party,Treasurer,,Greenwich,10,Greenwich Library
Karen Dubois-Walton,Democratic Party,Treasurer,,Greenwich,2,Greenwich Library
Dominic Rapini,Republican Party,Secretary of the State,,Greenwich,74,Greenwich Library
Dominic Rapini,Republican Party,Secretary of the State,,Greenwich,83,Greenwich Library
Terrie E. Wood,Republican Party,Secretary of the State,,Greenwich,64,Greenwich Library
Terrie E. Wood,Republican Party,Secretary of the State,,Greenwich,26,Greenwich Library
Jayme Stevenson,Republican Party,U.S. House,4,Greenwich,42,Greenwich Library
Jayme Stevenson,Republican Party,U.S. House,4,Greenwich,86,Greenwich Library
Michael Ted Goldstein,Republican Party,U.S. House,4,Greenwich,59,Greenwich Library
Michael Ted Goldstein,Republican Party,U.S. House,4,Greenwich,64,Greenwich Library
Leora R. Levy,Republican Party,U.S. Senate,,Greenwich,66,Greenwich Library
Leora R. Levy,Republican Party,U.S. Senate,,Greenwich,95,Greenwich Library
Peter Lumaj,Republican Party,U.S. Senate,,Greenwich,3,Greenwich Library
Peter Lumaj,Republican Party,U.S. Senate,,Greenwich,4,Greenwich Library
Themis Klarides,Republican Party,U.S. Senate,,Greenwich,54,Greenwich Library
Themis Klarides,Republican Party,U.S. Senate,,Greenwich,34,Greenwich Library
Maritza Bond,Democratic Party,Secretary of the State,,Greenwich,13,Greenwich Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Greenwich,84,Greenwich Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Greenwich,47,Greenwich Town Hall
Erick Russell,Democratic Party,Treasurer,,Greenwich,43,Greenwich Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Greenwich,8,Greenwich Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Greenwich,112,Greenwich Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Greenwich,47,Greenwich Town Hall
Jayme Stevenson,Republican Party,U.S. House,4,Greenwich,75,Greenwich Town Hall
Michael Ted Goldstein,Republican Party,U.S. House,4,Greenwich,87,Greenwich Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Greenwich,114,Greenwich Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Greenwich,6,Greenwich Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Greenwich,44,Greenwich Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Griswold,0,Griswold High School
Maritza Bond,Democratic Party,Secretary of the State,,Griswold,73,Griswold High School
Stephanie Thomas,Democratic Party,Secretary of the State,,Griswold,0,Griswold High School
Stephanie Thomas,Democratic Party,Secretary of the State,,Griswold,173,Griswold High School
Dita Bhargava,Democratic Party,Treasurer,,Griswold,0,Griswold High School
Dita Bhargava,Democratic Party,Treasurer,,Griswold,63,Griswold High School
Erick Russell,Democratic Party,Treasurer,,Griswold,0,Griswold High School
Erick Russell,Democratic Party,Treasurer,,Griswold,143,Griswold High School
Karen Dubois-Walton,Democratic Party,Treasurer,,Griswold,0,Griswold High School
Karen Dubois-Walton,Democratic Party,Treasurer,,Griswold,43,Griswold High School
Dominic Rapini,Republican Party,Secretary of the State,,Griswold,0,Griswold High School
Dominic Rapini,Republican Party,Secretary of the State,,Griswold,166,Griswold High School
