candidate,party,office,district,town,votes,precinct
Blumenthal and Blair,Write-In,President,,Greenwich,0,Riverside School
Buchanan and Washington,Write-In,President,,Greenwich,0,Riverside School
Castle and Bradley,Write-In,President,,Greenwich,1,Riverside School
Cooper and Meyer,Write-In,President,,Greenwich,1,Riverside School
Cummings and Romanoff,Write-In,President,,Greenwich,0,Riverside School
Deame and Long,Write-In,President,,Greenwich,0,Riverside School
De La Fuente and Steinberg,Write-In,President,,Greenwich,0,Riverside School
Evans and Fitch,Write-In,President,,Greenwich,0,Riverside School
Fox and Kushner,Write-In,President,,Greenwich,0,Riverside School
Hoefling and Schulin,Write-In,President,,Greenwich,0,Riverside School
Klojzy Jr. and LeMay,Write-In,President,,Greenwich,0,Riverside School
Kotlikoff and Leamer,Write-In,President,,Greenwich,0,Riverside School
La Riva and Puryear,Write-In,President,,Greenwich,0,Riverside School
Maldonado and Terranova,Write-In,President,,Greenwich,0,Riverside School
McMullin and Johnson,Write-In,President,,Greenwich,4,Riverside School
Schoenke and Mitchell Jr.,Write-In,President,,Greenwich,0,Riverside School
Skewes and Lacy,Write-In,President,,Greenwich,0,Riverside School
Smith and White,Write-In,President,,Greenwich,0,Riverside School
Wu and Wu,Write-In,President,,Greenwich,0,Riverside School
Clinton and Kaine,Democratic Party,President,,Greenwich,699,Riverside School 5a
Trump and Pence,Republican Party,President,,Greenwich,394,Riverside School 5a
Johnson and Weld,Libertarian Party,President,,Greenwich,53,Riverside School 5a
Stein and Baraka,Green Party,President,,Greenwich,14,Riverside School 5a
Basiago and Kinnison,Write-In,President,,Greenwich,0,Riverside School 5a
Blumenthal and Blair,Write-In,President,,Greenwich,0,Riverside School 5a
Buchanan and Washington,Write-In,President,,Greenwich,0,Riverside School 5a
Castle and Bradley,Write-In,President,,Greenwich,0,Riverside School 5a
Cooper and Meyer,Write-In,President,,Greenwich,0,Riverside School 5a
Cummings and Romanoff,Write-In,President,,Greenwich,0,Riverside School 5a
Deame and Long,Write-In,President,,Greenwich,0,Riverside School 5a
De La Fuente and Steinberg,Write-In,President,,Greenwich,0,Riverside School 5a
Evans and Fitch,Write-In,President,,Greenwich,0,Riverside School 5a
Fox and Kushner,Write-In,President,,Greenwich,0,Riverside School 5a
Hoefling and Schulin,Write-In,President,,Greenwich,0,Riverside School 5a
Klojzy Jr. and LeMay,Write-In,President,,Greenwich,0,Riverside School 5a
Kotlikoff and Leamer,Write-In,President,,Greenwich,0,Riverside School 5a
La Riva and Puryear,Write-In,President,,Greenwich,0,Riverside School 5a
Maldonado and Terranova,Write-In,President,,Greenwich,0,Riverside School 5a
McMullin and Johnson,Write-In,President,,Greenwich,4,Riverside School 5a
Schoenke and Mitchell Jr.,Write-In,President,,Greenwich,0,Riverside School 5a
Skewes and Lacy,Write-In,President,,Greenwich,0,Riverside School 5a
Smith and White,Write-In,President,,Greenwich,0,Riverside School 5a
Wu and Wu,Write-In,President,,Greenwich,0,Riverside School 5a
Clinton and Kaine,Democratic Party,President,,Greenwich,895,Western Middle School
Trump and Pence,Republican Party,President,,Greenwich,509,Western Middle School
Johnson and Weld,Libertarian Party,President,,Greenwich,31,Western Middle School
Stein and Baraka,Green Party,President,,Greenwich,11,Western Middle School
Basiago and Kinnison,Write-In,President,,Greenwich,0,Western Middle School
Blumenthal and Blair,Write-In,President,,Greenwich,0,Western Middle School
Buchanan and Washington,Write-In,President,,Greenwich,0,Western Middle School
Castle and Bradley,Write-In,President,,Greenwich,1,Western Middle School
Cooper and Meyer,Write-In,President,,Greenwich,0,Western Middle School
Cummings and Romanoff,Write-In,President,,Greenwich,0,Western Middle School
Deame and Long,Write-In,President,,Greenwich,0,Western Middle School
De La Fuente and Steinberg,Write-In,President,,Greenwich,0,Western Middle School
Evans and Fitch,Write-In,President,,Greenwich,0,Western Middle School
Fox and Kushner,Write-In,President,,Greenwich,0,Western Middle School
Hoefling and Schulin,Write-In,President,,Greenwich,0,Western Middle School
Klojzy Jr. and LeMay,Write-In,President,,Greenwich,0,Western Middle School
Kotlikoff and Leamer,Write-In,President,,Greenwich,0,Western Middle School
La Riva and Puryear,Write-In,President,,Greenwich,0,Western Middle School
Maldonado and Terranova,Write-In,President,,Greenwich,0,Western Middle School
McMullin and Johnson,Write-In,President,,Greenwich,0,Western Middle School
Schoenke and Mitchell Jr.,Write-In,President,,Greenwich,0,Western Middle School
Skewes and Lacy,Write-In,President,,Greenwich,0,Western Middle School
Smith and White,Write-In,President,,Greenwich,0,Western Middle School
Wu and Wu,Write-In,President,,Greenwich,0,Western Middle School
Clinton and Kaine,Democratic Party,President,,Griswold,789,Griswold Town Hall
Trump and Pence,Republican Party,President,,Griswold,1090,Griswold Town Hall
Johnson and Weld,Libertarian Party,President,,Griswold,99,Griswold Town Hall
Stein and Baraka,Green Party,President,,Griswold,40,Griswold Town Hall
Basiago and Kinnison,Write-In,President,,Griswold,0,Griswold Town Hall
Blumenthal and Blair,Write-In,President,,Griswold,0,Griswold Town Hall
Buchanan and Washington,Write-In,President,,Griswold,0,Griswold Town Hall
Castle and Bradley,Write-In,President,,Griswold,0,Griswold Town Hall
Cooper and Meyer,Write-In,President,,Griswold,0,Griswold Town Hall
Cummings and Romanoff,Write-In,President,,Griswold,0,Griswold Town Hall
Deame and Long,Write-In,President,,Griswold,0,Griswold Town Hall
De La Fuente and Steinberg,Write-In,President,,Griswold,0,Griswold Town Hall
Evans and Fitch,Write-In,President,,Griswold,0,Griswold Town Hall
Fox and Kushner,Write-In,President,,Griswold,0,Griswold Town Hall
Hoefling and Schulin,Write-In,President,,Griswold,0,Griswold Town Hall
Klojzy Jr. and LeMay,Write-In,President,,Griswold,0,Griswold Town Hall
Kotlikoff and Leamer,Write-In,President,,Griswold,0,Griswold Town Hall
La Riva and Puryear,Write-In,President,,Griswold,0,Griswold Town Hall
Maldonado and Terranova,Write-In,President,,Griswold,0,Griswold Town Hall
McMullin and Johnson,Write-In,President,,Griswold,0,Griswold Town Hall
Schoenke and Mitchell Jr.,Write-In,President,,Griswold,0,Griswold Town Hall
Skewes and Lacy,Write-In,President,,Griswold,0,Griswold Town Hall
Smith and White,Write-In,President,,Griswold,0,Griswold Town Hall
Wu and Wu,Write-In,President,,Griswold,0,Griswold Town Hall
Clinton and Kaine,Democratic Party,President,,Griswold,1145,Pachaug Town Hall
Trump and Pence,Republican Party,President,,Griswold,1922,Pachaug Town Hall
Johnson and Weld,Libertarian Party,President,,Griswold,133,Pachaug Town Hall
Stein and Baraka,Green Party,President,,Griswold,49,Pachaug Town Hall
Basiago and Kinnison,Write-In,President,,Griswold,0,Pachaug Town Hall
Blumenthal and Blair,Write-In,President,,Griswold,1,Pachaug Town Hall
Buchanan and Washington,Write-In,President,,Griswold,0,Pachaug Town Hall
Castle and Bradley,Write-In,President,,Griswold,0,Pachaug Town Hall
Cooper and Meyer,Write-In,President,,Griswold,0,Pachaug Town Hall
Cummings and Romanoff,Write-In,President,,Griswold,0,Pachaug Town Hall
Deame and Long,Write-In,President,,Griswold,0,Pachaug Town Hall
De La Fuente and Steinberg,Write-In,President,,Griswold,0,Pachaug Town Hall
Evans and Fitch,Write-In,President,,Griswold,0,Pachaug Town Hall
Fox and Kushner,Write-In,President,,Griswold,0,Pachaug Town Hall
Hoefling and Schulin,Write-In,President,,Griswold,0,Pachaug Town Hall
Klojzy Jr. and LeMay,Write-In,President,,Griswold,0,Pachaug Town Hall
Kotlikoff and Leamer,Write-In,President,,Griswold,0,Pachaug Town Hall
La Riva and Puryear,Write-In,President,,Griswold,1,Pachaug Town Hall
Maldonado and Terranova,Write-In,President,,Griswold,0,Pachaug Town Hall
McMullin and Johnson,Write-In,President,,Griswold,7,Pachaug Town Hall
Schoenke and Mitchell Jr.,Write-In,President,,Griswold,0,Pachaug Town Hall
Skewes and Lacy,Write-In,President,,Griswold,0,Pachaug Town Hall
Smith and White,Write-In,President,,Griswold,0,Pachaug Town Hall
Wu and Wu,Write-In,President,,Griswold,0,Pachaug Town Hall
Clinton and Kaine,Democratic Party,President,,Groton,1074,City Of Groton Municipal Building
Trump and Pence,Republican Party,President,,Groton,858,City Of Groton Municipal Building
Johnson and Weld,Libertarian Party,President,,Groton,88,City Of Groton Municipal Building
Stein and Baraka,Green Party,President,,Groton,46,City Of Groton Municipal Building
Basiago and Kinnison,Write-In,President,,Groton,0,City Of Groton Municipal Building
Blumenthal and Blair,Write-In,President,,Groton,0,City Of Groton Municipal Building
Buchanan and Washington,Write-In,President,,Groton,0,City Of Groton Municipal Building
Castle and Bradley,Write-In,President,,Groton,1,City Of Groton Municipal Building
Cooper and Meyer,Write-In,President,,Groton,0,City Of Groton Municipal Building
Cummings and Romanoff,Write-In,President,,Groton,0,City Of Groton Municipal Building
Deame and Long,Write-In,President,,Groton,0,City Of Groton Municipal Building
De La Fuente and Steinberg,Write-In,President,,Groton,0,City Of Groton Municipal Building
Evans and Fitch,Write-In,President,,Groton,0,City Of Groton Municipal Building
Fox and Kushner,Write-In,President,,Groton,0,City Of Groton Municipal Building
Hoefling and Schulin,Write-In,President,,Groton,0,City Of Groton Municipal Building
Klojzy Jr. and LeMay,Write-In,President,,Groton,0,City Of Groton Municipal Building
Kotlikoff and Leamer,Write-In,President,,Groton,0,City Of Groton Municipal Building
La Riva and Puryear,Write-In,President,,Groton,0,City Of Groton Municipal Building
Maldonado and Terranova,Write-In,President,,Groton,0,City Of Groton Municipal Building
McMullin and Johnson,Write-In,President,,Groton,1,City Of Groton Municipal Building
Schoenke and Mitchell Jr.,Write-In,President,,Groton,0,City Of Groton Municipal Building
Skewes and Lacy,Write-In,President,,Groton,0,City Of Groton Municipal Building
Smith and White,Write-In,President,,Groton,0,City Of Groton Municipal Building
Wu and Wu,Write-In,President,,Groton,0,City Of Groton Municipal Building
Clinton and Kaine,Democratic Party,President,,Groton,1275,Groton Public Library
Trump and Pence,Republican Party,President,,Groton,956,Groton Public Library
Johnson and Weld,Libertarian Party,President,,Groton,95,Groton Public Library
Stein and Baraka,Green Party,President,,Groton,43,Groton Public Library
Basiago and Kinnison,Write-In,President,,Groton,0,Groton Public Library
Blumenthal and Blair,Write-In,President,,Groton,0,Groton Public Library
Buchanan and Washington,Write-In,President,,Groton,0,Groton Public Library
Castle and Bradley,Write-In,President,,Groton,2,Groton Public Library
Cooper and Meyer,Write-In,President,,Groton,0,Groton Public Library
Cummings and Romanoff,Write-In,President,,Groton,0,Groton Public Library
Deame and Long,Write-In,President,,Groton,0,Groton Public Library
De La Fuente and Steinberg,Write-In,President,,Groton,0,Groton Public Library
Evans and Fitch,Write-In,President,,Groton,0,Groton Public Library
Fox and Kushner,Write-In,President,,Groton,0,Groton Public Library
Hoefling and Schulin,Write-In,President,,Groton,0,Groton Public Library
Klojzy Jr. and LeMay,Write-In,President,,Groton,0,Groton Public Library
Kotlikoff and Leamer,Write-In,President,,Groton,1,Groton Public Library
La Riva and Puryear,Write-In,President,,Groton,0,Groton Public Library
Maldonado and Terranova,Write-In,President,,Groton,0,Groton Public Library
McMullin and Johnson,Write-In,President,,Groton,1,Groton Public Library
Schoenke and Mitchell Jr.,Write-In,President,,Groton,0,Groton Public Library
Skewes and Lacy,Write-In,President,,Groton,0,Groton Public Library
Smith and White,Write-In,President,,Groton,0,Groton Public Library
Wu and Wu,Write-In,President,,Groton,0,Groton Public Library
Clinton and Kaine,Democratic Party,President,,Groton,1299,Mary Morrisson Elementary School
Trump and Pence,Republican Party,President,,Groton,1039,Mary Morrisson Elementary School
Johnson and Weld,Libertarian Party,President,,Groton,188,Mary Morrisson Elementary School
Stein and Baraka,Green Party,President,,Groton,51,Mary Morrisson Elementary School
Basiago and Kinnison,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Blumenthal and Blair,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Buchanan and Washington,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Castle and Bradley,Write-In,President,,Groton,1,Mary Morrisson Elementary School
Cooper and Meyer,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Cummings and Romanoff,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Deame and Long,Write-In,President,,Groton,0,Mary Morrisson Elementary School
De La Fuente and Steinberg,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Evans and Fitch,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Fox and Kushner,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Hoefling and Schulin,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Klojzy Jr. and LeMay,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Kotlikoff and Leamer,Write-In,President,,Groton,0,Mary Morrisson Elementary School
La Riva and Puryear,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Maldonado and Terranova,Write-In,President,,Groton,0,Mary Morrisson Elementary School
McMullin and Johnson,Write-In,President,,Groton,4,Mary Morrisson Elementary School
Schoenke and Mitchell Jr.,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Skewes and Lacy,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Smith and White,Write-In,President,,Groton,1,Mary Morrisson Elementary School
Wu and Wu,Write-In,President,,Groton,0,Mary Morrisson Elementary School
Clinton and Kaine,Democratic Party,President,,Groton,1196,Robert E Fitch Sr High School
Trump and Pence,Republican Party,President,,Groton,769,Robert E Fitch Sr High School
Johnson and Weld,Libertarian Party,President,,Groton,62,Robert E Fitch Sr High School
Stein and Baraka,Green Party,President,,Groton,21,Robert E Fitch Sr High School
Basiago and Kinnison,Write-In,President,,Groton,0,Robert E Fitch Sr High School
Blumenthal and Blair,Write-In,President,,Groton,0,Robert E Fitch Sr High School
Buchanan and Washington,Write-In,President,,Groton,1,Robert E Fitch Sr High School
Castle and Bradley,Write-In,President,,Groton,0,Robert E Fitch Sr High School
Cooper and Meyer,Write-In,President,,Groton,0,Robert E Fitch Sr High School
Cummings and Romanoff,Write-In,President,,Groton,0,Robert E Fitch Sr High School
Deame and Long,Write-In,President,,Groton,0,Robert E Fitch Sr High School
De La Fuente and Steinberg,Write-In,President,,Groton,0,Robert E Fitch Sr High School
Evans and Fitch,Write-In,President,,Groton,0,Robert E Fitch Sr High School
Fox and Kushner,Write-In,President,,Groton,0,Robert E Fitch Sr High School
Hoefling and Schulin,Write-In,President,,Groton,0,Robert E Fitch Sr High School
Klojzy Jr. and LeMay,Write-In,President,,Groton,0,Robert E Fitch Sr High School
